Sentences,Class
@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,2
@1usagrunt. I wonder what Charlie Brown would have to say about these days.,2
@37738921 reminds me of Oreos lmao,2
@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day,2
@ACMobbDeep @madsbennett yeah I run over squirrels and coons,2
@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,2
@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,2
@ActaBunniFooFoo I like my gross yellow heat lamps. Why?,2
@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue,2
@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner,2
@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;,2
"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",2
"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",2
"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",2
@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,2
@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-),2
@AmosPOrr Congrats Amos! :),2
"@AndrewTaran That's a nice color combo too, love the blue and yellow.",2
@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,2
@Anotherpotheadd lucky monkey,2
@Ants_SNEweather Well you got to see pom-pom Pete,2
@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,2
@AustinBurge44 either way both schools are trash &#128521;,2
@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,2
@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers,2
@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,2
@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em,2
"@BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk.",2
@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,2
@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,2
@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8,2
@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,2
@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,2
@BlakeAnderson21 thanks Hun! Haha,2
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,2
@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,2
@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.,2
@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,2
@Boobah_ they trash,2
"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",2
@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,2
"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",2
"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",2
@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min,2
@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.,2
@Buster_ESPN Sounds like they are holding back info.......Yankee shill,2
@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.,2
@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,2
@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,2
@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,2
"@CallNeeshCakey no , a pop wop &#128514;",2
@CallNeeshCakey pop wop and drop it tho,2
@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,2
@CatholicMomVA @Neal_Dewing that would cripple our military :),2
@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,2
@Cee_Murda94 no it's yellow fin. It's in edgewater,2
@Cee_Murda94 yellow fin,2
"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol",2
@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie,2
"@Charlie4927 Hi Charlie, have a great day",2
"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says...",2
@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun,2
@ChickenColeman if McCoy wasn't trash that's a TD,2
"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math.",2
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.",2
@ClicquotSuave the new nip dropped today rii?,2
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,2
"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.",2
@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday,2
@ConanOBrien dat is one ugly animal but da monkey is adorable.,2
@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,2
@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,2
@DannyMndz93 @Titan21Mtzzz he's still a pogue though,2
"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",2
@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,2
"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",2
@DeArionBASEDGOD Kendrick is not better than papoose or drake,2
@DeJLoaf mixtape sell sole got some bangers!,2
"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",2
@Dietrich1892 I'll show up and chug a beer or 8,2
"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",2
"@DizzyBala God awful, and that dude is Dorian / eggplant black.",2
@DylanKwinnn should be going to free birds anyways,2
"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO",2
@EakaErick I wouldn't share a wave with those trash cans,2
@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card,2
@EntMagazine @magisto @digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing,2
@EricBaetsle your a greaser,2
@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,2
@EvetteColeman lol true I just want fried Oreos,2
@ExurbanKevin birds of a feather flock together? @SubBeck,2
@FaZeDAVlS @SoaR_Wvyy @SoaR_Haze @FaZeOutcsT this is gobbledy gook to me because i dont have the game,2
@Fabulousjonna_ I need some red green &amp; yellow pants &amp; helly shirts express,2
@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,2
@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk,2
@FrancoisKilljoy Marshall Law! Whatever you coon,2
@GROUNDZERO1984 that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds,2
"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",2
@GabeJGonzalez @RPopBox and a prime Leija would trash most of these 140 dudes today!,2
@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;,2
"@GingerDemoness @RiotCast @weirdmedicine 
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk",2
"@Gladvillian u want me to make u one of my ghetto nunchucks, they come in singles and double_ended",2
@Gladvillian_ dont get that bacon stuffed crust tho its trash,2
@GoneWithKalijah She was always a pathetic mutt desperately seeking attention &amp; a purpose. No matter what JP writes that will never change,2
@GossipCop jay-z and bey they will never be..jus trash,2
@GregHillWAAF New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know,2
@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?,2
@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ,2
@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,2
"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",2
@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;,2
"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",2
@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.,2
@Hovaa_ your pet zebra. stripey?,2
@Huntermoore bout to be in ike a couple hours,2
@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,2
@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,2
@Ilovebamf Whats it say... I see bird in it... Lmao,2
@ImSooooMad guess who's eating cracker b without you,2
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,2
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",2
@Ish_MallyMal @JayJuice22 all trash to me,2
@Ish_MallyMal August is trash,2
@ItsKiaraaaa looks like you took a red marker and colored on your leg,2
@JLlVE looks prime for some trash pick up,2
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,2
@JT_Cameron92 or your in the ghetto,2
@J_Logan And you know best about the bird moves...!!!,2
"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""",2
@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,2
@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,2
"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!",2
@JonJ_07 like their players really been talking trash about Bama.,2
@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.,2
@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,2
@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?,2
"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",2
"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.",2
@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one,2
"@JunDishes elissa would call me trash, vile, etc.!",2
"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",2
@JustTooMuchCake Lmao. it bel ike that nowadays,2
"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne...",2
"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",2
"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins"".",2
"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",2
@KellyOsbourne do u still have ur blk. pom?,2
@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.,2
@KenSuttling Certainlt not the paddies,2
@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,2
@KenSuttling Not taking Franks advice and he ate the yellow snow.,2
@KenSuttling The spear chuckers are flooding into Upton Park.,2
@KenSuttling Yankees beat then in the Grapefruit league the other day.,2
"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks",2
"@KenSuttling You remember,it used to be funny coloured paper.",2
@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne,2
@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!,2
@KingHov1313 @Pr3ttyN33 song trash....,2
"@KingLuger carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca",2
@KodyMark1 go Yankees,2
"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie",2
"@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!",2
@KristynEdwards why were there penguins and a bird in the puppy bowl???,2
@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;,2
@LCisTJ ; so you about to purpose to Charlie?,2
"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",2
@LandonVanBus Charlie Day?,2
@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!,2
@LifeAsKing I've only like about 3 pair..they're overpriced trash ..,2
@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;,2
@LilBTheBiggsGod @Abbey_Kirkland two birds with one stone Biggs.,2
"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",2
@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ,2
"@LinzBella 
You date colored men?",2
"@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!",2
"@Liveitupjersey BWAHAAAA I just choked on an Oreo cookie!
I'M figuring, this may have something to do with it! http://t.co/62S7BgMYPX",2
@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,2
@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?,2
@Lvl_7_Eevee @UnicornCowboy @hisorraya I'll trade you one car drift for brownies.,2
"@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.",2
@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,2
@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,2
"@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points",2
@M_A_Larson @SteveStreza You're saying zebras are goth?,2
"@M_RagingBabe I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",2
@Machell1123 i hope you get better soon! colds are for the birds,2
@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af,2
@MahNameIsJared be my guest. I want to be a bird I think,2
"@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap",2
@Mathanugg You mean the one I colored with crayons isn't copacetic?,2
"@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities",2
@McKinseey the grass is greener on the other side of the fence of course it's also a soggy septic field,2
"@McLaffyTaffy ""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh.",2
@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.,2
